key;title;mdate;year;publtype;pages;url;ee;bookKey
reference/opt/HadjisavvasP09;Carathéodory, Constantine.;2011-11-25;2009;encyclopedia entry;357-358;db/reference/opt/opt2009.html#HadjisavvasP09;http://dx.doi.org/10.1007/978-0-387-74759-0_63;reference/opt/2009
reference/opt/HubertAM09;Dynamic Programming in Clustering.;2013-06-04;2009;encyclopedia entry;837-844;db/reference/opt/opt2009.html#HubertAM09;http://dx.doi.org/10.1007/978-0-387-74759-0_145;reference/opt/2009
reference/opt/Calvin09;Adaptive Global Search.;2011-11-25;2009;encyclopedia entry;19-21;db/reference/opt/opt2009.html#Calvin09;http://dx.doi.org/10.1007/978-0-387-74759-0_4;reference/opt/2009
reference/opt/Festa09b;Oriented Matroids.;2011-11-25;2009;encyclopedia entry;2878-2886;db/reference/opt/opt2009.html#Festa09b;http://dx.doi.org/10.1007/978-0-387-74759-0_493;reference/opt/2009
reference/opt/Maranas09;Global Optimization in Generalized Geometric Programming.;2011-11-25;2009;encyclopedia entry;1333-1337;db/reference/opt/opt2009.html#Maranas09;http://dx.doi.org/10.1007/978-0-387-74759-0_234;reference/opt/2009
reference/opt/Craven09;Invexity and its Applications.;2014-01-06;2009;encyclopedia entry;1770-1774;db/reference/opt/opt2009.html#Craven09;http://dx.doi.org/10.1007/978-0-387-74759-0_310;reference/opt/2009
reference/opt/Bagirov09b;Nonsmooth Optimization Approach to Clustering.;2011-11-25;2009;encyclopedia entry;2664-2671;db/reference/opt/opt2009.html#Bagirov09b;http://dx.doi.org/10.1007/978-0-387-74759-0_460;reference/opt/2009
reference/opt/Minoux09;Robust Linear Programming with Right-Hand-Side Uncertainty, Duality and Applications.;2011-11-25;2009;encyclopedia entry;3317-3327;db/reference/opt/opt2009.html#Minoux09;http://dx.doi.org/10.1007/978-0-387-74759-0_569;reference/opt/2009
reference/opt/Brannlund09a;Nondifferentiable Optimization: Subgradient Optimization Methods.;2011-11-25;2009;encyclopedia entry;2618-2619;db/reference/opt/opt2009.html#Brannlund09a;http://dx.doi.org/10.1007/978-0-387-74759-0_451;reference/opt/2009
reference/opt/SheraliL09;Reformulation-Linearization Technique for Global Optimization.;2011-11-25;2009;encyclopedia entry;3263-3268;db/reference/opt/opt2009.html#SheraliL09;http://dx.doi.org/10.1007/978-0-387-74759-0_559;reference/opt/2009
reference/opt/Holmberg09b;MINLP: Generalized Cross Decomposition.;2011-11-25;2009;encyclopedia entry;2148-2155;db/reference/opt/opt2009.html#Holmberg09b;http://dx.doi.org/10.1007/978-0-387-74759-0_380;reference/opt/2009
reference/opt/Mondaini09;Steiner Ratio of Biomolecular Structures.;2011-11-25;2009;encyclopedia entry;3718-3723;db/reference/opt/opt2009.html#Mondaini09;http://dx.doi.org/10.1007/978-0-387-74759-0_644;reference/opt/2009
reference/opt/Terlaky09a;Least-index Anticycling Rules.;2011-11-25;2009;encyclopedia entry;1847-1851;db/reference/opt/opt2009.html#Terlaky09a;http://dx.doi.org/10.1007/978-0-387-74759-0_327;reference/opt/2009
reference/opt/Ermoliev09c;Two-Stage Stochastic Programming: Quasigradient Method.;2011-11-25;2009;encyclopedia entry;3955-3959;db/reference/opt/opt2009.html#Ermoliev09c;http://dx.doi.org/10.1007/978-0-387-74759-0_690;reference/opt/2009
reference/opt/YuT09;Airline Optimization.;2011-11-25;2009;encyclopedia entry;26-30;db/reference/opt/opt2009.html#YuT09;http://dx.doi.org/10.1007/978-0-387-74759-0_7;reference/opt/2009
reference/opt/KlepeisF09;Multiple Minima Problem in Protein Folding: aplhaBB Global Optimization Approach.;2011-11-25;2009;encyclopedia entry;2490-2497;db/reference/opt/opt2009.html#KlepeisF09;http://dx.doi.org/10.1007/978-0-387-74759-0_429;reference/opt/2009
reference/opt/DuaP09a;Multiparametric Linear Programming.;2011-11-25;2009;encyclopedia entry;2481-2484;db/reference/opt/opt2009.html#DuaP09a;http://dx.doi.org/10.1007/978-0-387-74759-0_427;reference/opt/2009
reference/opt/Hatzinakos09;Signal Processing with Higher Order Statistics.;2011-11-25;2009;encyclopedia entry;3567-3571;db/reference/opt/opt2009.html#Hatzinakos09;http://dx.doi.org/10.1007/978-0-387-74759-0_610;reference/opt/2009
reference/opt/Vavasis09a;Complexity Theory: Quadratic Programming.;2011-11-25;2009;encyclopedia entry;451-454;db/reference/opt/opt2009.html#Vavasis09a;http://dx.doi.org/10.1007/978-0-387-74759-0_81;reference/opt/2009
reference/opt/Bertsekas09a;Neuro-Dynamic Programming.;2011-11-25;2009;encyclopedia entry;2555-2560;db/reference/opt/opt2009.html#Bertsekas09a;http://dx.doi.org/10.1007/978-0-387-74759-0_440;reference/opt/2009
reference/opt/FrauendorferS09a;Stochastic Linear Programs with Recourse and Arbitrary Multivariate Distributions.;2011-11-25;2009;encyclopedia entry;3760-3765;db/reference/opt/opt2009.html#FrauendorferS09a;http://dx.doi.org/10.1007/978-0-387-74759-0_652;reference/opt/2009
reference/opt/ZopounidisD09b;Multicriteria Sorting Methods.;2011-11-25;2009;encyclopedia entry;2379-2396;db/reference/opt/opt2009.html#ZopounidisD09b;http://dx.doi.org/10.1007/978-0-387-74759-0_410;reference/opt/2009
reference/opt/BrimbergW09;Optimizing Facility Location with Euclidean and Rectilinear Distances.;2011-11-25;2009;encyclopedia entry;2869-2873;db/reference/opt/opt2009.html#BrimbergW09;http://dx.doi.org/10.1007/978-0-387-74759-0_491;reference/opt/2009
reference/opt/SchweigerF09;MINLP: Applications in the Interaction of Design and Control.;2011-11-25;2009;encyclopedia entry;2121-2132;db/reference/opt/opt2009.html#SchweigerF09;http://dx.doi.org/10.1007/978-0-387-74759-0_376;reference/opt/2009
reference/opt/Mockus09;Bayesian Global Optimization.;2011-11-25;2009;encyclopedia entry;183-187;db/reference/opt/opt2009.html#Mockus09;http://dx.doi.org/10.1007/978-0-387-74759-0_31;reference/opt/2009
reference/opt/Bomze09c;Standard Quadratic Optimization Problems: Theory.;2011-11-25;2009;encyclopedia entry;3692-3693;db/reference/opt/opt2009.html#Bomze09c;http://dx.doi.org/10.1007/978-0-387-74759-0_637;reference/opt/2009
reference/opt/Kearfott09;Interval Analysis: Intermediate Terms.;2011-11-25;2009;encyclopedia entry;1696-1699;db/reference/opt/opt2009.html#Kearfott09;http://dx.doi.org/10.1007/978-0-387-74759-0_296;reference/opt/2009
reference/opt/Fischer09;Automatic Differentiation: Root Problem and Branch Problem.;2011-11-25;2009;encyclopedia entry;176-181;db/reference/opt/opt2009.html#Fischer09;http://dx.doi.org/10.1007/978-0-387-74759-0_30;reference/opt/2009
reference/opt/XieS09;Contact Map Overlap Maximization Problem, CMO.;2011-11-25;2009;encyclopedia entry;470-475;db/reference/opt/opt2009.html#XieS09;http://dx.doi.org/10.1007/978-0-387-74759-0_86;reference/opt/2009
reference/opt/HamacherN09;Multifacility and Restricted Location Problems.;2011-11-25;2009;encyclopedia entry;2409-2413;db/reference/opt/opt2009.html#HamacherN09;http://dx.doi.org/10.1007/978-0-387-74759-0_414;reference/opt/2009
reference/opt/Lucia09f;Successive Quadratic Programming: Solution by Active Sets and Interior Point Methods.;2011-11-25;2009;encyclopedia entry;3878-3884;db/reference/opt/opt2009.html#Lucia09f;http://dx.doi.org/10.1007/978-0-387-74759-0_676;reference/opt/2009
reference/opt/CervantesB09;Optimization Strategies for Dynamic Systems.;2011-11-25;2009;encyclopedia entry;2847-2858;db/reference/opt/opt2009.html#CervantesB09;http://dx.doi.org/10.1007/978-0-387-74759-0_488;reference/opt/2009
reference/opt/Ubhaya09a;Regression by Special Functions: Algorithms and Complexity.;2011-11-25;2009;encyclopedia entry;3268-3273;db/reference/opt/opt2009.html#Ubhaya09a;http://dx.doi.org/10.1007/978-0-387-74759-0_560;reference/opt/2009
reference/opt/Reinefeld09;Heuristic Search.;2011-11-25;2009;encyclopedia entry;1506-1508;db/reference/opt/opt2009.html#Reinefeld09;http://dx.doi.org/10.1007/978-0-387-74759-0_263;reference/opt/2009
reference/opt/Pflug09b;Discrete Stochastic Optimization.;2011-11-25;2009;encyclopedia entry;751-753;db/reference/opt/opt2009.html#Pflug09b;http://dx.doi.org/10.1007/978-0-387-74759-0_132;reference/opt/2009
reference/opt/Nagurney09h;Variational Inequalities: Projected Dynamical System.;2011-11-25;2009;encyclopedia entry;4002-4007;db/reference/opt/opt2009.html#Nagurney09h;http://dx.doi.org/10.1007/978-0-387-74759-0_698;reference/opt/2009
reference/opt/Shapiro09;Semidefinite Programming: Optimality Conditions and Stability.;2011-11-25;2009;encyclopedia entry;3380-3384;db/reference/opt/opt2009.html#Shapiro09;http://dx.doi.org/10.1007/978-0-387-74759-0_580;reference/opt/2009
reference/opt/Korhonen09;Multiple Objective Programming Support.;2011-11-25;2009;encyclopedia entry;2503-2511;db/reference/opt/opt2009.html#Korhonen09;http://dx.doi.org/10.1007/978-0-387-74759-0_431;reference/opt/2009
reference/opt/LouveauxB09b;Two-Stage Stochastic Programs with Recourse.;2011-11-25;2009;encyclopedia entry;3959-3961;db/reference/opt/opt2009.html#LouveauxB09b;http://dx.doi.org/10.1007/978-0-387-74759-0_691;reference/opt/2009
reference/opt/Furer09;Parallel Computing: Complexity Classes.;2011-11-25;2009;encyclopedia entry;2900-2903;db/reference/opt/opt2009.html#Furer09;http://dx.doi.org/10.1007/978-0-387-74759-0_498;reference/opt/2009
reference/opt/GoelevenM09a;Nonconvex-nonsmooth Calculus of Variations.;2011-11-25;2009;encyclopedia entry;2581-2584;db/reference/opt/opt2009.html#GoelevenM09a;http://dx.doi.org/10.1007/978-0-387-74759-0_444;reference/opt/2009
reference/opt/Nagurney09c;Oligopolistic Market Equilibrium.;2011-11-25;2009;encyclopedia entry;2691-2694;db/reference/opt/opt2009.html#Nagurney09c;http://dx.doi.org/10.1007/978-0-387-74759-0_464;reference/opt/2009
reference/opt/MistakidisS09;Hemivariational Inequalities: Applications in Mechanics.;2011-11-25;2009;encyclopedia entry;1476-1483;db/reference/opt/opt2009.html#MistakidisS09;http://dx.doi.org/10.1007/978-0-387-74759-0_259;reference/opt/2009
reference/opt/Stavroulakis09d;Quasidifferentiable Optimization: Calculus of Quasidifferentials.;2011-11-25;2009;encyclopedia entry;3190-3194;db/reference/opt/opt2009.html#Stavroulakis09d;http://dx.doi.org/10.1007/978-0-387-74759-0_546;reference/opt/2009
reference/opt/SenH09;Stabilization of Cutting Plane Algorithms for Stochastic Linear Programming Problems.;2011-11-25;2009;encyclopedia entry;3669-3676;db/reference/opt/opt2009.html#SenH09;http://dx.doi.org/10.1007/978-0-387-74759-0_633;reference/opt/2009
reference/opt/StavroulakisM09;Nonconvex Energy Functions: Hemivariational Inequalities.;2011-11-25;2009;encyclopedia entry;2571-2578;db/reference/opt/opt2009.html#StavroulakisM09;http://dx.doi.org/10.1007/978-0-387-74759-0_442;reference/opt/2009
reference/opt/Sagastizabal09;Convex Max-Functions.;2011-11-25;2009;encyclopedia entry;555-558;db/reference/opt/opt2009.html#Sagastizabal09;http://dx.doi.org/10.1007/978-0-387-74759-0_97;reference/opt/2009
reference/opt/TorvikT09;Inference of Monotone Boolean Functions.;2011-11-25;2009;encyclopedia entry;1591-1598;db/reference/opt/opt2009.html#TorvikT09;http://dx.doi.org/10.1007/978-0-387-74759-0_279;reference/opt/2009
reference/knowledge/PaukertNH11;Knowledge in Innovation Processes.;2011-11-25;2011;encyclopedia entry;570-580;db/reference/knowledge/knowledge2011.html#PaukertNH11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49006;reference/knowledge/2011
reference/knowledge/BolisaniS11;Knowledge Codification and ICT Use in Business Networks.;2011-11-25;2011;encyclopedia entry;506-514;db/reference/knowledge/knowledge2011.html#BolisaniS11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49000;reference/knowledge/2011
reference/knowledge/HolsappleJ11;Knowledge Management Ontology.;2011-11-25;2011;encyclopedia entry;704-711;db/reference/knowledge/knowledge2011.html#HolsappleJ11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49019;reference/knowledge/2011
reference/knowledge/Fong11;Multidisciplinary Project Teams.;2011-11-25;2011;encyclopedia entry;1183-1191;db/reference/knowledge/knowledge2011.html#Fong11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49064;reference/knowledge/2011
reference/knowledge/Vat11;Appreciative Sharing for Organizational Knowledge Work.;2011-11-25;2011;encyclopedia entry;27-38;db/reference/knowledge/knowledge2011.html#Vat11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48955;reference/knowledge/2011
reference/knowledge/Zyngier11;Governance of Knowledge Management.;2011-11-25;2011;encyclopedia entry;354-365;db/reference/knowledge/knowledge2011.html#Zyngier11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48985;reference/knowledge/2011
reference/knowledge/Dori11;Object-Process Methodology.;2011-11-25;2011;encyclopedia entry;1208-1220;db/reference/knowledge/knowledge2011.html#Dori11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49067;reference/knowledge/2011
reference/knowledge/TovstigaKDM11;A Cross-National Comparison of Knowledge Management Practices.;2011-11-25;2011;encyclopedia entry;163-174;db/reference/knowledge/knowledge2011.html#TovstigaKDM11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48967;reference/knowledge/2011
reference/knowledge/AndreuS11;External and Internal Knowledge in Organizations.;2011-11-25;2011;encyclopedia entry;298-307;db/reference/knowledge/knowledge2011.html#AndreuS11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48980;reference/knowledge/2011
reference/knowledge/CroasdellW11;Virtue-Nets.;2011-11-25;2011;encyclopedia entry;1545-1555;db/reference/knowledge/knowledge2011.html#CroasdellW11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49098;reference/knowledge/2011
reference/knowledge/WoodsPKQ11;Knowledge Dissemination in Portals.;2011-11-25;2011;encyclopedia entry;539-548;db/reference/knowledge/knowledge2011.html#WoodsPKQ11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49003;reference/knowledge/2011
reference/knowledge/FinkD11;Knowledge Management in Professional Service Firms.;2011-11-25;2011;encyclopedia entry;650-659;db/reference/knowledge/knowledge2011.html#FinkD11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49014;reference/knowledge/2011
reference/knowledge/Jennex11;Knowledge Management Success Models.;2011-11-25;2011;encyclopedia entry;763-771;db/reference/knowledge/knowledge2011.html#Jennex11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49025;reference/knowledge/2011
reference/knowledge/Williams11;A Knowledge Process Cycle.;2011-11-25;2011;encyclopedia entry;853-866;db/reference/knowledge/knowledge2011.html#Williams11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49033;reference/knowledge/2011
reference/knowledge/MartinsonsD11;Knowledge Management in the Chinese Business Context.;2011-11-25;2011;encyclopedia entry;682-693;db/reference/knowledge/knowledge2011.html#MartinsonsD11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49017;reference/knowledge/2011
reference/knowledge/Andriessen11;Metaphor Use in Knowledge Management.;2011-11-25;2011;encyclopedia entry;1118-1124;db/reference/knowledge/knowledge2011.html#Andriessen11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49058;reference/knowledge/2011
reference/knowledge/NissenL11;Knowledge Management Research through Computational Experimentation.;2011-11-25;2011;encyclopedia entry;728-737;db/reference/knowledge/knowledge2011.html#NissenL11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49022;reference/knowledge/2011
reference/knowledge/Butler11;Anti-Foundational Knowledge Management.;2011-11-25;2011;encyclopedia entry;1-11;db/reference/knowledge/knowledge2011.html#Butler11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48952;reference/knowledge/2011
reference/knowledge/Hsu11;Intellectual Capital.;2011-11-25;2011;encyclopedia entry;452-461;db/reference/knowledge/knowledge2011.html#Hsu11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48994;reference/knowledge/2011
reference/knowledge/BoersmaK11;Organizational Learning Facilitation with Intranet (2.0).;2011-11-25;2011;encyclopedia entry;1280-1289;db/reference/knowledge/knowledge2011.html#BoersmaK11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49073;reference/knowledge/2011
reference/knowledge/SuC11;Business Intelligence.;2011-11-25;2011;encyclopedia entry;72-80;db/reference/knowledge/knowledge2011.html#SuC11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48959;reference/knowledge/2011
reference/knowledge/FerriG11;Sketching in Knowledge Creation and Management.;2011-11-25;2011;encyclopedia entry;1438-1447;db/reference/knowledge/knowledge2011.html#FerriG11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49088;reference/knowledge/2011
reference/knowledge/KamthanP11;Knowledge Representation in Pattern Management.;2011-11-25;2011;encyclopedia entry;893-904;db/reference/knowledge/knowledge2011.html#KamthanP11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49036;reference/knowledge/2011
reference/knowledge/GillmanF11;Theory and Management of Data Semantics.;2014-06-06;2011;encyclopedia entry;1500-1511;db/reference/knowledge/knowledge2011.html#GillmanF11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49094;reference/knowledge/2011
reference/knowledge/Abril11a;The Quality Attribution in Data, Information and Knowledge.;2011-11-25;2011;encyclopedia entry;1343-1354;db/reference/knowledge/knowledge2011.html#Abril11a;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49080;reference/knowledge/2011
reference/knowledge/Becerra-FernandezS11;The Role of Information and Communication Technologies in Knowledge Management.;2011-11-25;2011;encyclopedia entry;1410-1418;db/reference/knowledge/knowledge2011.html#Becerra-FernandezS11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49085;reference/knowledge/2011
reference/knowledge/XuW11;Integration of Knowledge Management and E-Learning.;2011-11-25;2011;encyclopedia entry;442-451;db/reference/knowledge/knowledge2011.html#XuW11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48993;reference/knowledge/2011
reference/knowledge/Oshri11;Knowledge Reuse.;2011-11-25;2011;encyclopedia entry;905-913;db/reference/knowledge/knowledge2011.html#Oshri11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49037;reference/knowledge/2011
reference/knowledge/Dieng-Kuntz11;Corporate Semantic Webs.;2011-11-25;2011;encyclopedia entry;131-149;db/reference/knowledge/knowledge2011.html#Dieng-Kuntz11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48965;reference/knowledge/2011
reference/knowledge/TauberS11;Integrating Knowledge Management with the Systems Analysis Process.;2011-11-25;2011;encyclopedia entry;431-441;db/reference/knowledge/knowledge2011.html#TauberS11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48992;reference/knowledge/2011
reference/knowledge/TsekourasR11;Learning Networks and Service-Oriented Architectures.;2011-11-25;2011;encyclopedia entry;1010-1021;db/reference/knowledge/knowledge2011.html#TsekourasR11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49047;reference/knowledge/2011
reference/knowledge/RealLR11;Measuring Organizational Learning as a Multidimensional Construct.;2011-11-25;2011;encyclopedia entry;1101-1109;db/reference/knowledge/knowledge2011.html#RealLR11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49056;reference/knowledge/2011
reference/knowledge/GreenawayV11;Knowledge Management in Charities.;2011-11-25;2011;encyclopedia entry;641-649;db/reference/knowledge/knowledge2011.html#GreenawayV11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49013;reference/knowledge/2011
reference/knowledge/ColucciNSDM11;Description Logic-Based Resource Retrieval.;2011-11-25;2011;encyclopedia entry;185-197;db/reference/knowledge/knowledge2011.html#ColucciNSDM11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48969;reference/knowledge/2011
reference/knowledge/ShullFSL11;Evidence-Based Best Practices Collections.;2011-11-25;2011;encyclopedia entry;280-287;db/reference/knowledge/knowledge2011.html#ShullFSL11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48978;reference/knowledge/2011
reference/knowledge/Manville11;Knowledge Management and the Non-Profit Sector.;2011-11-25;2011;encyclopedia entry;632-640;db/reference/knowledge/knowledge2011.html#Manville11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49012;reference/knowledge/2011
reference/knowledge/Jennex11a;Knowledge Management System Success Factors.;2011-11-25;2011;encyclopedia entry;772-778;db/reference/knowledge/knowledge2011.html#Jennex11a;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49026;reference/knowledge/2011
reference/knowledge/Vat11a;Knowledge Synthesis Framework.;2011-11-25;2011;encyclopedia entry;955-966;db/reference/knowledge/knowledge2011.html#Vat11a;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49042;reference/knowledge/2011
reference/knowledge/NatarajanS11;Knowledge Patterns in Databases.;2011-11-25;2011;encyclopedia entry;842-852;db/reference/knowledge/knowledge2011.html#NatarajanS11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49032;reference/knowledge/2011
reference/knowledge/HolsappleJ11a;Knowledge Management Strategy Formation.;2011-11-25;2011;encyclopedia entry;750-762;db/reference/knowledge/knowledge2011.html#HolsappleJ11a;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49024;reference/knowledge/2011
reference/knowledge/Douglas11;Organizational Needs Analysis and Knowledge Management.;2011-11-25;2011;encyclopedia entry;1290-1297;db/reference/knowledge/knowledge2011.html#Douglas11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49074;reference/knowledge/2011
reference/knowledge/Hasan11;Formal and Emergent Standards in KM.;2011-11-25;2011;encyclopedia entry;331-342;db/reference/knowledge/knowledge2011.html#Hasan11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48983;reference/knowledge/2011
reference/knowledge/Zarri11b;Representation Languages for Unstructured 'Narrative' Documents.;2011-11-25;2011;encyclopedia entry;1382-1395;db/reference/knowledge/knowledge2011.html#Zarri11b;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49083;reference/knowledge/2011
reference/knowledge/DavenportH11a;Social Capital Knowledge.;2011-11-25;2011;encyclopedia entry;1448-1459;db/reference/knowledge/knowledge2011.html#DavenportH11a;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49089;reference/knowledge/2011
reference/knowledge/KhanGG11;Creating Knowledge for Business Decision Making.;2011-11-25;2011;encyclopedia entry;150-162;db/reference/knowledge/knowledge2011.html#KhanGG11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48966;reference/knowledge/2011
reference/knowledge/WilsonRA11;Knowledge Structure and Data Mining Techniques.;2011-11-25;2011;encyclopedia entry;946-954;db/reference/knowledge/knowledge2011.html#WilsonRA11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49041;reference/knowledge/2011
reference/knowledge/Ma11;Engineering Design Knowledge Management.;2011-11-25;2011;encyclopedia entry;263-269;db/reference/knowledge/knowledge2011.html#Ma11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48976;reference/knowledge/2011
reference/knowledge/Sparrow11;Knowledge Management in Small and Medium Sized Enterprises.;2011-11-25;2011;encyclopedia entry;671-681;db/reference/knowledge/knowledge2011.html#Sparrow11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49016;reference/knowledge/2011
reference/knowledge/FullerW11;Extracting Knowledge from Neural Networks.;2011-11-25;2011;encyclopedia entry;320-330;db/reference/knowledge/knowledge2011.html#FullerW11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48982;reference/knowledge/2011
reference/knowledge/CorralLL11;Document Search Practices.;2011-11-25;2011;encyclopedia entry;209-217;db/reference/knowledge/knowledge2011.html#CorralLL11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48971;reference/knowledge/2011
reference/knowledge/Zarri11;Knowledge Representation.;2011-11-25;2011;encyclopedia entry;878-892;db/reference/knowledge/knowledge2011.html#Zarri11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49035;reference/knowledge/2011
reference/knowledge/Sivakumar11;E-Learning for Knowledge Dissemination.;2011-11-25;2011;encyclopedia entry;249-262;db/reference/knowledge/knowledge2011.html#Sivakumar11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48975;reference/knowledge/2011
reference/knowledge/Ein-Dor11;Taxonomies of Knowledge.;2011-11-25;2011;encyclopedia entry;1490-1499;db/reference/knowledge/knowledge2011.html#Ein-Dor11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49093;reference/knowledge/2011
reference/knowledge/CarvalhoF11;Knowledge Management Software.;2011-11-25;2011;encyclopedia entry;738-749;db/reference/knowledge/knowledge2011.html#CarvalhoF11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49023;reference/knowledge/2011
reference/knowledge/BrockZ11;MNE Knowledge Management Across Borders and ICT.;2013-08-30;2011;encyclopedia entry;1136-1148;db/reference/knowledge/knowledge2011.html#BrockZ11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49060;reference/knowledge/2011
reference/knowledge/Zarri11a;RDF and OWL for Knowledge Management.;2011-11-25;2011;encyclopedia entry;1355-1373;db/reference/knowledge/knowledge2011.html#Zarri11a;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49081;reference/knowledge/2011
reference/knowledge/Aarons11;Epistemology and Knowledge Management.;2011-11-25;2011;encyclopedia entry;270-279;db/reference/knowledge/knowledge2011.html#Aarons11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48977;reference/knowledge/2011
reference/knowledge/BoyB11;Knowledge Management in Safety-Critical Systems Analysis.;2011-11-25;2011;encyclopedia entry;660-670;db/reference/knowledge/knowledge2011.html#BoyB11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49015;reference/knowledge/2011
reference/knowledge/Hofer11;Knowledge Transfer between Academia and Industry.;2011-11-25;2011;encyclopedia entry;977-986;db/reference/knowledge/knowledge2011.html#Hofer11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49044;reference/knowledge/2011
reference/knowledge/Paquette11;Applying Knowledge Management in the Environmental and Climate Change Sciences.;2011-11-25;2011;encyclopedia entry;20-26;db/reference/knowledge/knowledge2011.html#Paquette11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48954;reference/knowledge/2011
reference/knowledge/CostaOS11;Conceptual Model for Corporate Universities.;2011-11-25;2011;encyclopedia entry;112-120;db/reference/knowledge/knowledge2011.html#CostaOS11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48963;reference/knowledge/2011
reference/knowledge/RyanS11;Knowledge and Intellectual Property Rights.;2011-11-25;2011;encyclopedia entry;489-496;db/reference/knowledge/knowledge2011.html#RyanS11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=48998;reference/knowledge/2011
reference/knowledge/UpadhyayaRP11;Secure Knowledge Management.;2011-11-25;2011;encyclopedia entry;1429-1437;db/reference/knowledge/knowledge2011.html#UpadhyayaRP11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49087;reference/knowledge/2011
reference/knowledge/Tanner11;The Role of Emotional Capital in Organisational KM.;2011-11-25;2011;encyclopedia entry;1396-1409;db/reference/knowledge/knowledge2011.html#Tanner11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49084;reference/knowledge/2011
reference/knowledge/KankanhalliTW11;Knowledge Producers and Consumers.;2011-11-25;2011;encyclopedia entry;867-877;db/reference/knowledge/knowledge2011.html#KankanhalliTW11;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=49034;reference/knowledge/2011
